Date,Product,Sales,Region,Profit
14-06-2023,Keyboard,33.93,Central,9.24
14-06-2023,Smartphone,489.43,East,134.63
14-06-2023,Monitor,639.68,East,100.73
14-06-2023,Laptop,929.08,East,179.03
15-06-2023,Smartphone,744.69,South,88.78
15-06-2023,Tablet,623.79,Central,182.32
15-06-2023,Mouse,89.26,North,28.76
15-06-2023,Monitor,531.49,North,92.03
15-06-2023,Smartphone,500.31,West,64.56
16-06-2023,Mouse,36.43,East,8.03
16-06-2023,Monitor,704.59,West,140.55
16-06-2023,Mouse,62.6,North,24.27
17-06-2023,Monitor,1375.16,North,299.37
17-06-2023,Monitor,531.32,West,184.9
17-06-2023,Smartphone,585.05,South,134.58
17-06-2023,Tablet,618.01,North,72.73
18-06-2023,Laptop,965.93,South,267.5
19-06-2023,Monitor,1309.94,South,269.67
19-06-2023,Mouse,27.74,West,10.14
20-06-2023,Laptop,503.24,East,98.97
20-06-2023,Laptop,532.48,North,93.32
20-06-2023,Smartphone,230.35,South,68.44
20-06-2023,Laptop,691.07,Central,112.85
21-06-2023,Laptop,560.14,East,108.17
21-06-2023,Monitor,677.23,East,210.69
22-06-2023,Monitor,893.44,East,218.37
22-06-2023,Keyboard,52.57,West,15.62
22-06-2023,Smartphone,357.32,East,65.49
22-06-2023,Monitor,749.96,West,193.43
23-06-2023,Laptop,1303.71,West,387
23-06-2023,Keyboard,70.16,West,21.28
23-06-2023,Keyboard,69.44,Central,23.97
23-06-2023,Laptop,481.13,East,78.75
23-06-2023,Mouse,28.3,Central,8.45
23-06-2023,Monitor,527.39,East,162.78
23-06-2023,Monitor,1012.09,North,324.68
23-06-2023,Laptop,1463.96,South,336.13
23-06-2023,Smartphone,750.49,South,84.22
24-06-2023,Smartphone,653.85,South,163.86
24-06-2023,Tablet,852.99,South,98.89
24-06-2023,Keyboard,22.74,West,8.17
24-06-2023,Laptop,1298.21,West,207.43
25-06-2023,Smartphone,814.49,North,100.38
25-06-2023,Monitor,375.08,Central,70.35
25-06-2023,Keyboard,57.25,South,13.73
25-06-2023,Smartphone,298.8,West,80.16
25-06-2023,Smartphone,809.97,South,140.76
25-06-2023,Tablet,167.84,South,50.05
26-06-2023,Smartphone,674.76,North,119.63
26-06-2023,Mouse,92.28,Central,26.21
26-06-2023,Keyboard,43.14,Central,8.71
26-06-2023,Keyboard,27.97,East,8.33
27-06-2023,Smartphone,523.44,West,152.69
27-06-2023,Mouse,44.52,East,13.78
27-06-2023,Tablet,157.36,Central,38.07
27-06-2023,Mouse,98.72,North,23.54
27-06-2023,Laptop,339.63,West,55.18
27-06-2023,Smartphone,336.15,South,41.97
27-06-2023,Mouse,62.71,North,14.34
28-06-2023,Keyboard,46.83,Central,12.32
28-06-2023,Mouse,69.6,West,23.75
28-06-2023,Keyboard,90.18,West,35.27
28-06-2023,Laptop,1337.49,Central,461.92
28-06-2023,Keyboard,91.46,North,18.71
28-06-2023,Monitor,596.19,Central,188.08
28-06-2023,Mouse,73.66,West,23.51
28-06-2023,Tablet,865.51,East,160.8
29-06-2023,Monitor,1157.91,East,350.32
29-06-2023,Mouse,36.79,Central,10.01
30-06-2023,Keyboard,68.75,West,20.54
01-07-2023,Keyboard,77.66,North,16.68
01-07-2023,Laptop,620.77,East,109.12
01-07-2023,Keyboard,85.33,North,33.22
01-07-2023,Laptop,1337.46,South,451.12
02-07-2023,Keyboard,27.2,East,9.71
02-07-2023,Smartphone,820.07,West,139.56
02-07-2023,Keyboard,73.7,East,21.44
02-07-2023,Laptop,363.46,North,69.11
02-07-2023,Monitor,1262.93,East,414.11
02-07-2023,Keyboard,42.56,Central,16.2
02-07-2023,Laptop,382.27,South,60.52
02-07-2023,Tablet,171.54,South,27.52
03-07-2023,Laptop,631.17,Central,129.6
03-07-2023,Keyboard,65.53,South,16.12
03-07-2023,Tablet,618.32,West,170.64
03-07-2023,Monitor,369.69,East,57.76
03-07-2023,Laptop,630.84,Central,127.45
04-07-2023,Smartphone,334.02,Central,45.08
04-07-2023,Laptop,1203.5,North,190.56
04-07-2023,Tablet,563.43,West,73.02
04-07-2023,Smartphone,170.11,North,17.09
05-07-2023,Mouse,45.95,North,10.06
05-07-2023,Monitor,1177.01,Central,276.15
05-07-2023,Smartphone,818.84,Central,173.94
05-07-2023,Monitor,465.61,South,91.52
06-07-2023,Laptop,892.95,Central,171.91
06-07-2023,Tablet,578.91,West,151.75
06-07-2023,Mouse,69.98,North,21.7
07-07-2023,Keyboard,61.58,West,23.86
07-07-2023,Monitor,344.49,East,95.98
07-07-2023,Laptop,1397.74,West,484.26
07-07-2023,Tablet,490.88,Central,62.66
07-07-2023,Tablet,301.98,Central,46.29
08-07-2023,Mouse,56.83,North,22.19
08-07-2023,Laptop,1338.69,South,465.3
08-07-2023,Smartphone,289.58,North,79.96
08-07-2023,Monitor,1213.05,East,262.1
08-07-2023,Smartphone,206.48,North,33.7
08-07-2023,Mouse,95.96,West,33.52
09-07-2023,Smartphone,274.2,East,67.9
09-07-2023,Keyboard,71.86,Central,18.71
09-07-2023,Smartphone,626.02,North,79.07
09-07-2023,Monitor,1179.76,East,408.02
10-07-2023,Tablet,445.27,North,68.13
10-07-2023,Tablet,661.29,Central,73.04
10-07-2023,Monitor,721.12,East,205.68
10-07-2023,Monitor,1330.6,East,398.51
10-07-2023,Tablet,679.27,South,82.65
10-07-2023,Keyboard,32.92,West,9.79
11-07-2023,Smartphone,758.93,South,203.94
11-07-2023,Monitor,1181.03,Central,411.83
11-07-2023,Laptop,693.83,East,128.11
11-07-2023,Keyboard,43.75,East,9.64
11-07-2023,Mouse,85.48,North,30.55
11-07-2023,Monitor,953.42,East,236.47
12-07-2023,Monitor,1299.97,East,273.06
12-07-2023,Smartphone,349.48,Central,37.74
13-07-2023,Laptop,455.04,South,126.64
13-07-2023,Laptop,877.53,Central,215.97
13-07-2023,Laptop,402.88,Central,94.9
13-07-2023,Mouse,29.18,West,6.72
13-07-2023,Laptop,1375.07,Central,426.5
13-07-2023,Smartphone,541.96,East,73.91
13-07-2023,Keyboard,54.34,North,21.09
13-07-2023,Tablet,437.75,North,71.7
14-07-2023,Tablet,638.96,West,125.28
14-07-2023,Tablet,782.55,Central,105.12
14-07-2023,Monitor,1114.07,North,255.63
14-07-2023,Tablet,280.23,Central,38.11
15-07-2023,Tablet,171.36,West,29.07
15-07-2023,Smartphone,635.17,East,88.2
15-07-2023,Monitor,456.87,South,119.85
15-07-2023,Mouse,26.55,Central,8.04
16-07-2023,Smartphone,413.87,East,42.93
17-07-2023,Tablet,669.57,South,155.63
17-07-2023,Laptop,376.19,South,61.6
17-07-2023,Laptop,563.39,West,189.31
18-07-2023,Smartphone,455.26,Central,45.54
18-07-2023,Monitor,1212.2,East,195.77
18-07-2023,Smartphone,329.95,East,61.07
19-07-2023,Smartphone,897.43,South,166.52
19-07-2023,Tablet,684.52,North,154.27
19-07-2023,Keyboard,54.92,East,11.4
20-07-2023,Tablet,394.03,Central,54.73
20-07-2023,Monitor,563.21,Central,116.39
20-07-2023,Laptop,323.49,Central,75.52
20-07-2023,Monitor,1123.17,South,326.69
20-07-2023,Laptop,710.35,East,162.32
20-07-2023,Tablet,291.24,South,32.01
21-07-2023,Tablet,854.41,South,215.19
22-07-2023,Smartphone,573.64,East,72.97
22-07-2023,Monitor,1190.36,North,225.52
22-07-2023,Mouse,38.06,Central,12.7
22-07-2023,Monitor,629.35,East,157.47
22-07-2023,Laptop,1248.04,West,387.75
22-07-2023,Tablet,182.18,Central,23.87
22-07-2023,Smartphone,316.83,East,33.85
23-07-2023,Smartphone,686.94,Central,162.31
23-07-2023,Tablet,303.51,North,32.09
23-07-2023,Mouse,44.7,West,16.92
23-07-2023,Laptop,457.48,East,115.71
23-07-2023,Keyboard,99.91,West,25.32
23-07-2023,Laptop,1084.91,North,164
24-07-2023,Mouse,27.67,South,6.59
24-07-2023,Mouse,64.56,North,21.41
24-07-2023,Smartphone,648.06,South,85.56
24-07-2023,Mouse,82.33,North,23.83
24-07-2023,Smartphone,242.89,South,30.25
25-07-2023,Laptop,495.11,South,148.62
25-07-2023,Monitor,1050.83,North,222.04
25-07-2023,Laptop,435.82,North,124.16
25-07-2023,Tablet,168.66,Central,21.29
26-07-2023,Monitor,1420.21,East,454.62
26-07-2023,Tablet,212.04,Central,49.14
26-07-2023,Mouse,62.59,South,23.74
26-07-2023,Mouse,57.01,South,14.24
26-07-2023,Monitor,1396.84,West,461.28
27-07-2023,Tablet,859.22,South,108.31
27-07-2023,Laptop,765.26,North,167.07
27-07-2023,Monitor,1358.59,West,464.06
27-07-2023,Laptop,980.2,East,328.82
27-07-2023,Tablet,716.69,North,203.73
27-07-2023,Laptop,822.89,North,264.28
27-07-2023,Mouse,82.73,South,32.62
27-07-2023,Laptop,1113.1,East,266.67
27-07-2023,Mouse,46.68,East,17.56
27-07-2023,Mouse,55.05,South,17.41
28-07-2023,Tablet,427.32,Central,51.26
28-07-2023,Keyboard,62.51,Central,17.12
28-07-2023,Monitor,702.16,Central,156.51
28-07-2023,Keyboard,30.15,West,6.73
28-07-2023,Laptop,721.18,North,156.98
28-07-2023,Mouse,37.5,West,10.07
29-07-2023,Mouse,98.66,West,30.88
29-07-2023,Tablet,815.62,North,128.3
29-07-2023,Smartphone,676.83,West,163.14
29-07-2023,Mouse,93.04,Central,30.1
29-07-2023,Monitor,1299.95,South,284.19
29-07-2023,Laptop,1136.8,South,240.64
29-07-2023,Laptop,1109.63,North,227.17
30-07-2023,Smartphone,153.74,East,20
30-07-2023,Tablet,849.13,South,208.29
30-07-2023,Laptop,448.79,Central,116.95
31-07-2023,Smartphone,570.95,Central,160.21
31-07-2023,Tablet,724.95,South,132.64
31-07-2023,Mouse,96.64,West,22.5
31-07-2023,Laptop,823.7,North,203.07
31-07-2023,Smartphone,425.7,Central,107.86
31-07-2023,Smartphone,574.38,North,163.58
31-07-2023,Tablet,510.75,West,139.29
31-07-2023,Laptop,1185.46,East,300.13
01-08-2023,Tablet,879.1,North,110.57
01-08-2023,Smartphone,305.91,South,58.51
01-08-2023,Monitor,1139.63,West,267.22
01-08-2023,Monitor,510.86,West,134.84
01-08-2023,Monitor,699.14,West,215.18
02-08-2023,Tablet,321.95,West,60.67
02-08-2023,Keyboard,65.58,East,18.42
03-08-2023,Smartphone,353.19,Central,49.79
03-08-2023,Smartphone,778.29,South,110.08
04-08-2023,Laptop,1401.81,West,468.69
04-08-2023,Monitor,1304.22,North,422.97
04-08-2023,Laptop,344.55,South,103.05
04-08-2023,Keyboard,65.54,North,22.8
04-08-2023,Smartphone,546.7,North,94.45
05-08-2023,Monitor,492.89,Central,122.77
05-08-2023,Keyboard,43.62,East,15.43
05-08-2023,Laptop,1076.05,Central,323.47
05-08-2023,Mouse,28.13,East,6.62
05-08-2023,Tablet,709.17,East,187.22
06-08-2023,Monitor,1185.55,Central,309.23
06-08-2023,Tablet,494.05,Central,145.98
06-08-2023,Mouse,21.64,South,8.25
06-08-2023,Smartphone,662.24,Central,103.61
06-08-2023,Tablet,728.92,South,209.56
07-08-2023,Smartphone,494,West,50.41
07-08-2023,Laptop,1423.75,East,442.19
07-08-2023,Laptop,704.56,West,178.83
07-08-2023,Laptop,670.99,West,167.99
07-08-2023,Keyboard,59.26,South,17.72
07-08-2023,Smartphone,515.88,Central,89.13
08-08-2023,Laptop,395.94,East,106.02
08-08-2023,Monitor,417.21,North,125
08-08-2023,Mouse,48.89,Central,11.03
08-08-2023,Keyboard,21.53,East,6.33
09-08-2023,Smartphone,308.72,South,63.15
09-08-2023,Smartphone,888.79,West,179.28
09-08-2023,Mouse,83.85,Central,19.95
10-08-2023,Keyboard,70.28,Central,20.4
10-08-2023,Tablet,224.26,East,28.55
10-08-2023,Laptop,1361.74,North,454.96
10-08-2023,Tablet,883.62,Central,104.22
10-08-2023,Monitor,660.78,South,100.57
11-08-2023,Laptop,1014.43,Central,153.71
11-08-2023,Monitor,775.23,Central,215.9
11-08-2023,Monitor,1104.74,East,294.92
11-08-2023,Smartphone,545.13,North,57.5
12-08-2023,Laptop,1130.31,West,172
12-08-2023,Keyboard,20.75,Central,4.92
12-08-2023,Mouse,83,South,16.87
12-08-2023,Laptop,1167.03,West,283.88
12-08-2023,Mouse,84.95,Central,18.87
13-08-2023,Keyboard,64.17,East,17.9
13-08-2023,Mouse,25.76,East,7.29
13-08-2023,Mouse,37.09,East,10.51
13-08-2023,Monitor,1022.6,West,244.2
13-08-2023,Tablet,436.86,East,87.08
14-08-2023,Laptop,680.79,Central,126.29
14-08-2023,Smartphone,878.4,Central,254.11
14-08-2023,Smartphone,234.17,South,68.85
15-08-2023,Tablet,703.57,East,167.4
15-08-2023,Tablet,604.66,East,110.6
15-08-2023,Keyboard,77.93,Central,21.89
15-08-2023,Smartphone,787.81,North,227.25
15-08-2023,Mouse,56.41,West,18.28
16-08-2023,Monitor,661.55,West,183.67
16-08-2023,Monitor,488.48,South,163.07
16-08-2023,Laptop,484.37,South,129.54
16-08-2023,Laptop,458.63,West,101.1
17-08-2023,Laptop,943.57,North,198.69
17-08-2023,Keyboard,30.5,Central,11.34
18-08-2023,Tablet,676.17,Central,132.72
18-08-2023,Monitor,812.21,South,209.65
18-08-2023,Mouse,53.44,West,13.37
19-08-2023,Mouse,20.97,West,6.75
19-08-2023,Mouse,70.27,Central,24.16
19-08-2023,Smartphone,784.08,North,81.23
20-08-2023,Mouse,82.01,Central,28.22
20-08-2023,Keyboard,33.77,Central,12.61
20-08-2023,Monitor,1027.59,Central,350.15
20-08-2023,Laptop,1054.83,Central,302.44
21-08-2023,Mouse,89.46,East,32.64
21-08-2023,Tablet,728.18,East,86.19
21-08-2023,Monitor,822.82,North,271.97
21-08-2023,Tablet,824.46,West,180.77
21-08-2023,Smartphone,848.22,Central,155.04
21-08-2023,Laptop,1094.81,Central,295.83
22-08-2023,Laptop,832.4,Central,145.36
22-08-2023,Keyboard,74.96,North,23.01
23-08-2023,Smartphone,855.22,North,224.01
23-08-2023,Keyboard,46.38,South,10.03
24-08-2023,Tablet,826.44,South,227.7
24-08-2023,Mouse,23.16,West,8.64
24-08-2023,Laptop,1431.98,Central,241.09
24-08-2023,Monitor,723.79,North,128.63
24-08-2023,Smartphone,885.49,Central,129.58
24-08-2023,Keyboard,23.8,East,6.01
25-08-2023,Tablet,365.11,Central,48.16
26-08-2023,Monitor,601.97,East,175.12
26-08-2023,Tablet,478.94,Central,118.7
26-08-2023,Laptop,1244.06,West,270.67
26-08-2023,Mouse,47.6,Central,10.46
26-08-2023,Monitor,500.61,West,127.03
26-08-2023,Keyboard,89.26,West,31.71
26-08-2023,Smartphone,427.22,South,118.9
27-08-2023,Monitor,1141.56,West,189.5
27-08-2023,Monitor,315.02,South,66.89
27-08-2023,Laptop,307.96,South,70.07
27-08-2023,Tablet,737.64,South,172.59
27-08-2023,Laptop,1019.57,East,170.58
28-08-2023,Monitor,1404.04,North,296.29
28-08-2023,Keyboard,87.22,South,23.86
28-08-2023,Smartphone,155.63,East,15.93
29-08-2023,Monitor,600.11,North,138.97
29-08-2023,Monitor,1406.45,North,451.96
29-08-2023,Laptop,1040.47,Central,205.59
29-08-2023,Monitor,361.07,East,69.83
29-08-2023,Mouse,77.69,Central,24.72
29-08-2023,Keyboard,46.55,Central,18.59
29-08-2023,Tablet,443.03,North,69.95
29-08-2023,Smartphone,557.04,North,123.07
30-08-2023,Tablet,512.95,East,108.18
30-08-2023,Tablet,588.82,North,85.67
30-08-2023,Tablet,552.99,East,119.56
30-08-2023,Keyboard,48.41,Central,11.92
31-08-2023,Laptop,1045.34,West,311.14
31-08-2023,Mouse,91.83,East,19.01
01-09-2023,Monitor,577.41,North,102.18
01-09-2023,Monitor,1131.42,South,240.03
01-09-2023,Tablet,361.11,West,66.97
01-09-2023,Laptop,924.7,East,225.68
02-09-2023,Mouse,22.81,East,4.7
02-09-2023,Monitor,912.23,West,259.73
02-09-2023,Smartphone,802.85,North,207.19
02-09-2023,Tablet,326.76,North,91.06
02-09-2023,Tablet,618.8,West,127.26
02-09-2023,Tablet,672.11,East,167.21
03-09-2023,Tablet,523.94,East,117.51
03-09-2023,Mouse,64.84,East,17.25
03-09-2023,Monitor,1216.37,North,198.51
04-09-2023,Smartphone,524.12,North,106.72
04-09-2023,Laptop,1227.07,South,302.86
04-09-2023,Tablet,195.12,West,40.6
04-09-2023,Laptop,792.58,North,219.95
05-09-2023,Keyboard,37.89,East,10.9
05-09-2023,Keyboard,22.78,South,6.1
05-09-2023,Tablet,686.26,Central,173.46
05-09-2023,Smartphone,694.11,East,112.83
06-09-2023,Monitor,1297.63,South,353.06
06-09-2023,Laptop,1446.43,Central,231.82
06-09-2023,Monitor,565.14,East,104.19
06-09-2023,Keyboard,26.95,Central,5.99
06-09-2023,Smartphone,418.98,West,101.21
06-09-2023,Mouse,57.11,West,21.77
07-09-2023,Keyboard,57.88,East,13.23
07-09-2023,Mouse,43.66,Central,14.77
07-09-2023,Tablet,771,North,191.15
08-09-2023,Keyboard,56.24,East,19.11
08-09-2023,Keyboard,47.32,Central,15.14
08-09-2023,Monitor,1242.98,Central,381.09
08-09-2023,Keyboard,72.15,Central,14.92
08-09-2023,Laptop,1188.77,East,273.69
08-09-2023,Keyboard,89.72,East,24.79
08-09-2023,Mouse,85.49,Central,19.95
09-09-2023,Monitor,1420.57,Central,320.32
09-09-2023,Tablet,272.98,West,64.24
09-09-2023,Laptop,1303.3,Central,297.13
09-09-2023,Smartphone,521.51,South,54.07
09-09-2023,Keyboard,97.79,North,30.19
09-09-2023,Keyboard,75.92,East,18.26
10-09-2023,Monitor,1130.1,South,390.69
10-09-2023,Tablet,394.71,West,79.37
11-09-2023,Monitor,1437.8,West,416.81
13-09-2023,Mouse,93.09,South,22.04
13-09-2023,Keyboard,67.74,South,21.41
13-09-2023,Smartphone,882.77,East,115.52
13-09-2023,Tablet,500.24,Central,134.39
13-09-2023,Keyboard,66.01,West,16.4
13-09-2023,Mouse,44.65,South,14.98
14-09-2023,Mouse,79,North,18.41
14-09-2023,Laptop,477.37,Central,79.47
14-09-2023,Mouse,98.05,Central,27.7
14-09-2023,Laptop,373.32,East,68
14-09-2023,Laptop,1121.08,East,290.09
15-09-2023,Keyboard,85.22,Central,18.04
16-09-2023,Laptop,802.88,West,245.52
16-09-2023,Smartphone,194.52,West,36.94
17-09-2023,Laptop,1226.36,West,248.92
17-09-2023,Smartphone,244.22,West,53.2
17-09-2023,Monitor,697.73,North,206.54
17-09-2023,Monitor,506.23,South,120.85
17-09-2023,Smartphone,771.28,Central,107.52
17-09-2023,Mouse,25.01,North,6.67
17-09-2023,Tablet,680.37,North,171.65
17-09-2023,Keyboard,23.01,North,8.34
17-09-2023,Keyboard,96.04,West,22.34
18-09-2023,Keyboard,59.32,North,16.47
18-09-2023,Keyboard,52.66,South,16.36
18-09-2023,Mouse,36.03,North,12.29
18-09-2023,Smartphone,807.4,Central,216.71
19-09-2023,Tablet,842.79,South,228.29
19-09-2023,Tablet,222.05,West,46.8
19-09-2023,Laptop,1475.59,West,457.06
20-09-2023,Mouse,68.94,Central,27.22
20-09-2023,Monitor,1228.98,South,216.84
20-09-2023,Tablet,844.7,West,127.98
21-09-2023,Smartphone,702.55,East,91.13
21-09-2023,Laptop,1245.49,West,254.19
21-09-2023,Monitor,1145.52,North,179.97
21-09-2023,Keyboard,82.31,West,27.79
21-09-2023,Smartphone,554.18,West,58.51
22-09-2023,Tablet,820.26,West,99.99
22-09-2023,Smartphone,515.18,West,67.1
22-09-2023,Keyboard,59.22,West,12.88
22-09-2023,Mouse,29.61,South,11.6
23-09-2023,Laptop,400.4,South,100.72
23-09-2023,Monitor,1152.48,West,195.07
24-09-2023,Mouse,47.5,East,10.42
25-09-2023,Monitor,672.02,South,159.51
25-09-2023,Mouse,72.73,Central,27.81
26-09-2023,Keyboard,40.9,Central,11.56
26-09-2023,Monitor,1192.32,Central,373.96
26-09-2023,Keyboard,50.57,North,15.63
26-09-2023,Mouse,65.93,South,25.31
26-09-2023,Laptop,1142.89,North,293.65
26-09-2023,Monitor,1125.28,South,385.78
26-09-2023,Mouse,42.64,East,16.2
27-09-2023,Mouse,59.34,Central,18.75
27-09-2023,Monitor,459.72,East,123.21
27-09-2023,Smartphone,577.1,North,132.47
28-09-2023,Keyboard,43.91,North,14.34
28-09-2023,Monitor,761.28,East,190.31
28-09-2023,Smartphone,355.24,West,36.96
28-09-2023,Laptop,1311.79,West,279.17
28-09-2023,Laptop,1462.6,South,484.32
29-09-2023,Monitor,1459,East,352.31
29-09-2023,Mouse,92.89,West,18.74
29-09-2023,Keyboard,50.01,Central,13.17
29-09-2023,Smartphone,394.19,North,106.95
30-09-2023,Smartphone,159.12,Central,46.66
30-09-2023,Monitor,319.45,East,81.16
30-09-2023,Monitor,1135.1,Central,213.55
30-09-2023,Tablet,895.11,North,155.29
30-09-2023,Keyboard,47.76,Central,19.01
30-09-2023,Tablet,210.85,Central,22.23
30-09-2023,Smartphone,647.7,East,114.01
30-09-2023,Keyboard,78.38,East,20.68
01-10-2023,Laptop,681.49,East,127.35
01-10-2023,Tablet,598.35,Central,154.27
01-10-2023,Tablet,750.56,South,171.63
02-10-2023,Smartphone,668.37,East,137.16
02-10-2023,Smartphone,690.94,East,96.7
02-10-2023,Monitor,1190.7,North,203.77
02-10-2023,Keyboard,36.48,North,12.46
03-10-2023,Mouse,87.71,Central,19.42
03-10-2023,Keyboard,22.56,North,6.13
03-10-2023,Keyboard,97.23,Central,36.58
04-10-2023,Laptop,785.19,West,211.2
04-10-2023,Smartphone,491.64,Central,102.01
04-10-2023,Mouse,50.35,West,11.17
04-10-2023,Smartphone,838.76,West,84.04
04-10-2023,Monitor,1370.61,East,309.23
05-10-2023,Smartphone,864.4,Central,234.8
05-10-2023,Keyboard,55.35,North,20.37
05-10-2023,Smartphone,269.21,West,44.06
06-10-2023,Smartphone,896.77,East,255.72
06-10-2023,Tablet,438.99,North,54.08
06-10-2023,Keyboard,88.79,East,34.08
07-10-2023,Keyboard,37.5,South,8.06
07-10-2023,Laptop,795.16,West,194.24
07-10-2023,Tablet,240.56,West,45.37
07-10-2023,Mouse,80.7,South,28.82
07-10-2023,Monitor,993.97,Central,272.6
07-10-2023,Mouse,36.04,West,10.66
07-10-2023,Laptop,1495.2,West,315.05
07-10-2023,Tablet,767.44,East,161.67
07-10-2023,Keyboard,89.53,North,22.85
08-10-2023,Monitor,1467.38,East,363.59
08-10-2023,Keyboard,27.63,West,8.58
08-10-2023,Mouse,31.19,West,8.86
09-10-2023,Monitor,1266.84,West,384.81
09-10-2023,Mouse,66.92,West,19.72
09-10-2023,Keyboard,62.17,West,14.1
09-10-2023,Mouse,36.34,East,9.31
09-10-2023,Keyboard,97.14,East,23.14
10-10-2023,Tablet,455.92,Central,60.21
11-10-2023,Smartphone,440.39,East,116.71
11-10-2023,Keyboard,98.69,West,23.18
12-10-2023,Mouse,69.09,East,23.03
12-10-2023,Laptop,331.44,North,59.21
12-10-2023,Smartphone,833.49,East,191.46
12-10-2023,Smartphone,392.99,East,58.6
12-10-2023,Mouse,99.57,West,30.72
12-10-2023,Mouse,65.72,East,23.26
13-10-2023,Laptop,1245.77,North,372.3
14-10-2023,Laptop,328.64,West,111.84
14-10-2023,Tablet,300.42,West,87.12
14-10-2023,Laptop,739.75,East,195.24
14-10-2023,Keyboard,27.11,North,7.88
14-10-2023,Mouse,99.05,North,33.35
14-10-2023,Keyboard,63.94,West,13.64
14-10-2023,Laptop,964.82,East,181.53
14-10-2023,Keyboard,25.66,North,9.03
15-10-2023,Keyboard,97.81,East,37.3
15-10-2023,Smartphone,397.44,East,94.55
16-10-2023,Monitor,1398.16,South,232.52
16-10-2023,Laptop,983.95,North,333.35
16-10-2023,Tablet,828.77,Central,154.05
16-10-2023,Smartphone,157.65,South,18.89
16-10-2023,Laptop,1340.56,East,386.59
17-10-2023,Smartphone,379.44,Central,91.79
17-10-2023,Smartphone,200.01,West,23.53
17-10-2023,Mouse,84.74,East,19.31
17-10-2023,Laptop,1199.83,North,357.62
17-10-2023,Mouse,66.74,West,21.62
18-10-2023,Smartphone,487.96,East,109.76
18-10-2023,Tablet,255.3,West,74.63
18-10-2023,Tablet,365.33,East,67.18
18-10-2023,Laptop,542.55,North,130.85
19-10-2023,Keyboard,99.43,South,34.72
19-10-2023,Smartphone,566.51,South,88.25
20-10-2023,Tablet,345.39,South,49.23
20-10-2023,Smartphone,199.93,South,51.99
20-10-2023,Tablet,176.83,West,32.7
21-10-2023,Tablet,874.58,East,187.45
21-10-2023,Tablet,573.67,South,73.63
21-10-2023,Keyboard,36.85,North,12.89
21-10-2023,Tablet,546.28,West,154.39
21-10-2023,Tablet,466.41,West,126.98
22-10-2023,Mouse,90.07,Central,22.61
22-10-2023,Monitor,451.51,East,151.71
23-10-2023,Monitor,988.05,West,217.96
23-10-2023,Keyboard,26.32,North,8.47
23-10-2023,Keyboard,78.25,Central,15.92
24-10-2023,Mouse,73.83,North,25.88
24-10-2023,Monitor,1135.32,North,182.4
24-10-2023,Keyboard,71.43,North,18.59
24-10-2023,Keyboard,55.77,West,20.31
25-10-2023,Laptop,1190.25,Central,353.59
25-10-2023,Mouse,91.87,North,23.74
26-10-2023,Tablet,728.88,Central,158.92
26-10-2023,Smartphone,275.79,East,58.34
26-10-2023,Keyboard,81.46,West,29.68
27-10-2023,Smartphone,468.79,South,75.88
28-10-2023,Keyboard,77.11,North,25.64
28-10-2023,Smartphone,157.67,East,18.73
28-10-2023,Keyboard,95.43,West,23.73
28-10-2023,Smartphone,157.76,North,46.62
29-10-2023,Mouse,97.37,East,27.55
29-10-2023,Tablet,730.78,North,164.81
29-10-2023,Laptop,720.47,South,222.25
29-10-2023,Monitor,463.77,East,131.39
30-10-2023,Keyboard,50.45,North,11.63
30-10-2023,Monitor,1200.93,North,181.51
30-10-2023,Smartphone,557.8,East,115.87
31-10-2023,Laptop,1268.48,South,198.3
31-10-2023,Smartphone,293.39,West,43.09
31-10-2023,Keyboard,62.47,East,23.64
31-10-2023,Smartphone,898.85,East,245.35
31-10-2023,Keyboard,74.88,East,16.88
31-10-2023,Mouse,83.3,South,20.84
01-11-2023,Monitor,730.72,West,231.19
01-11-2023,Laptop,1253.29,East,387.07
01-11-2023,Smartphone,238.23,West,51.59
02-11-2023,Keyboard,27.21,North,8.79
02-11-2023,Mouse,86.3,West,24.63
02-11-2023,Monitor,641.85,North,179.74
02-11-2023,Laptop,1139.9,North,335.37
02-11-2023,Tablet,799.46,Central,104.76
02-11-2023,Mouse,95.39,Central,21.32
03-11-2023,Monitor,862.08,South,212.46
03-11-2023,Tablet,653.9,South,144.4
03-11-2023,Laptop,413.25,North,75.12
03-11-2023,Mouse,71.08,South,23.16
03-11-2023,Monitor,1329.3,North,259.7
03-11-2023,Keyboard,62.31,East,21.56
03-11-2023,Tablet,226.01,Central,29.2
04-11-2023,Laptop,531.83,South,115.11
04-11-2023,Tablet,821.92,Central,206.93
04-11-2023,Mouse,92.7,East,25.93
05-11-2023,Monitor,352.98,East,73.27
05-11-2023,Tablet,364.38,Central,86.37
05-11-2023,Monitor,335.12,West,63.3
05-11-2023,Mouse,86.76,South,25.79
06-11-2023,Smartphone,213.74,East,48.54
06-11-2023,Keyboard,79.62,East,23.84
06-11-2023,Laptop,634.45,East,185.86
06-11-2023,Tablet,668.93,South,137.51
06-11-2023,Laptop,369.47,East,86.06
07-11-2023,Monitor,813.64,West,124.01
07-11-2023,Keyboard,52.72,South,11.42
07-11-2023,Monitor,512.89,West,89.19
07-11-2023,Keyboard,39.51,North,12.38
07-11-2023,Mouse,64.21,Central,25.01
08-11-2023,Tablet,777.59,South,144.68
09-11-2023,Smartphone,723.02,North,215.71
